name,birthday,deathday,gender,person_id
Tina Turner,1939-11-26,2023-05-24,1,1459
George Clooney,1961-05-06,,2,1461
Tim Blake Nelson,1964-05-11,,2,1462
Chris Thomas King,1962-10-14,,2,1465
Charles Durning,1923-02-28,2012-12-24,2,1466
Del Pentecost,1963-11-13,,2,1467
J.R. Horne,1944-01-05,2016-01-14,2,1468
Wayne Duvall,1958-05-29,,2,1470
Ed Gale,1963-08-23,2025-05-27,2,1471
Ray McKinnon,1957-11-15,,2,1472
Daniel von Bargen,1950-06-05,2015-03-01,2,1473
Musetta Vander,1963-05-26,,1,1475
Frank Collison,1950-02-14,,2,1479
Lee Weaver,1930-04-10,,2,1481
T Bone Burnett,1948-01-14,,2,1483
Bob Dylan,1941-05-24,,2,1487
Celeste Fianna,1988-07-07,,1,1836497
Joan Baez,1941-01-09,,1,1490
Donovan,1946-05-10,,2,1493
Daisy Hilton,1908-02-05,1969-01-01,1,1514
Violet Hilton,1908-02-05,1969-01-01,1,1515
Frances O'Connor,1967-06-12,,1,1518
Harold Ramis,1944-11-21,2014-02-24,2,1524
John Bailey,1942-08-10,2023-11-10,2,1527
Amanda Alch,1990-08-20,,1,1050104
Bill Murray,1950-09-21,,2,1532
Andie MacDowell,1958-04-21,,1,1533
Chris Elliott,1960-05-31,,2,1534
Brian Doyle-Murray,1945-10-31,,2,1535
Marita Geraghty,1962-03-26,,1,1536
Angela Paton,1930-01-11,2016-05-16,1,1537
Rick Ducommun,1956-07-03,2015-06-12,2,1538
Rick Overton,1954-08-10,,2,1539
Robin Duke,1954-03-13,,1,1540
Willie Garson,1964-02-20,2021-09-21,2,1542
Marama Corlett,1991-05-03,,1,1312266
Bela Lugosi,1882-10-17,1956-08-16,2,1547
Philip Glass,1937-01-31,,2,1551
Iben Hjejle,1971-03-22,,1,1562
Anders Hove,1956-01-16,,2,1566
Richard Kelly,1975-03-28,,2,1577
Holmes Osborne,1947-11-07,,2,1578
Maggie Gyllenhaal,1977-11-16,,1,1579
Daveigh Chase,1990-07-24,,1,1580
Mary McDonnell,1952-04-28,,1,1581
James Duval,1972-09-10,,2,1582
Arthur Taxier,1951-01-19,,2,1583
Christopher Egan,1984-06-29,,2,1312315
David St. James,1947-09-04,,2,1598
Fele Martínez,1975-02-22,,2,1602
Daniel Giménez Cacho,1961-05-15,,2,1603
Lluís Homar,1957-04-20,,2,1604
Juan Fernández,1956-12-13,,2,1607
Bill Laimbeer,1957-05-19,,2,1312327
Irán Castillo,1977-01-04,,1,1050186
Ang Lee,1954-10-23,,2,1614
James Schamus,1959-09-07,,2,1617
Chow Yun-Fat,1955-05-18,,2,1619
Michelle Yeoh,1962-08-06,,1,1620
Chang Chen,1976-10-14,,2,1622
Lung Sihung,1930-12-23,2002-05-02,2,1623
Cheng Pei-Pei,1946-12-04,2024-07-17,1,1624
Peter Tscherkassky,1958-10-03,,2,1050201
Peter Pau Tak-Hai,1952-06-02,,2,1633
Emily Watson,1967-01-14,,1,1639
Stellan Skarsgård,1951-06-13,,2,1640
Jean-Marc Barr,1960-09-27,,2,1642
Katrin Cartlidge,1961-05-15,2002-09-07,1,1641
Adrian Rawlins,1958-03-27,,2,1643
Curtis Lyons,1979-03-10,2024-12-06,2,1836649
Udo Kier,1944-10-14,,2,1646
Eddie Marsan,1968-06-09,,2,1665
Julie Christie,1940-04-14,,1,1666
Dean Lennox Kelly,1975-11-30,,2,1669
Daniel Mays,1978-03-31,,2,1670
Art Parkinson,2001-10-19,,2,1050248
Jules Werner,1977-09-30,,2,1050253
Andrew P. Jones,1966-07-13,,2,1050264
Giulia Nahmany,1983-01-16,,1,2098843
Gore Verbinski,1964-03-16,,2,1704
Stuart Beattie,1972-01-01,,2,1707
Jack Davenport,1973-03-01,,2,1709
Lee Arenberg,1962-07-18,,2,1710
Mackenzie Crook,1971-09-29,,2,1711
Damian O'Hare,1977-08-13,,2,1712
Angus Barnett,1963-01-01,,2,1714
David Bailie,1937-12-04,2021-03-06,2,1715
Michael Berry Jr.,1964-12-27,,2,1716
"Isaac C. Singleton, Jr.",1967-08-13,,2,1717
Ronna Kress,1959-12-29,,1,1720
Walter Hill,1942-01-10,,2,1723
Roger Spottiswoode,1945-01-05,,2,1724
Steven E. de Souza,1947-11-17,,2,1726
James Horner,1953-08-14,2015-06-22,2,1729
Melanie Zanetti,1985-03-20,,1,1312450
Nick Nolte,1941-02-08,,2,1733
Annette O'Toole,1952-04-01,,1,1734
Frank McRae,1941-03-18,2021-04-29,2,1735
James Remar,1953-12-31,,2,1736
David Patrick Kelly,1951-01-23,,2,1737
James Keane,1952-09-26,,2,1739
Denise Crosby,1957-11-24,,1,1743
Gene Roddenberry,1921-08-19,1991-10-24,2,1745
William Shatner,1931-03-22,,2,1748
Leonard Nimoy,1931-03-26,2015-02-27,2,1749
Brittany Bristow,1990-02-08,,1,1050328
Nichelle Nichols,1932-12-28,2022-07-30,1,1753
George Takei,1937-04-20,,2,1752
Walter Koenig,1936-09-14,,2,1754
Stephen Collins,1947-10-01,,2,1756
Majel Barrett,1932-02-23,2008-12-18,1,1755
Harold Michelson,1920-02-15,2007-03-01,2,1765
Sofia Coppola,1971-05-14,,1,1769
Akiko Takeshita,1959-06-06,,1,1770
Giovanni Ribisi,1974-12-17,,2,1771
Anna Faris,1976-11-29,,1,1772
Francis Ford Coppola,1939-04-07,,2,1776
Brigitte Kali Canales,1990-07-19,,1,1050350
Barbara Miller,1970-01-01,,1,2098944
Ricardo Montalban,1920-11-25,2009-01-14,2,1793
Kirstie Alley,1951-01-12,2022-12-05,1,1796
Deborah Feldman,1986-08-17,,1,2098951
Luther Campbell,1960-12-22,,2,263948
Huw Garmon,1966-01-01,,2,1836812
Rokudenashiko,1972-03-14,,1,2098957
Heath Ledger,1979-04-04,2008-01-22,2,1810
Randy Quaid,1950-10-01,,2,1811
Michelle Williams,1980-09-09,,1,1812
Anne Hathaway,1982-11-12,,1,1813
Alberto Mielgo,1979-04-29,,2,1574679
Linda Cardellini,1975-06-25,,1,1817
Jaune Kimmel,1994-08-02,,1,3147545
Beth Stern,1972-07-15,,1,1050399
Garth Collins,1967-01-16,,2,1050405
Stephen Manley,1965-02-13,,2,1831
Jamie Sives,1973-08-02,,2,1833
Shirley Henderson,1965-11-24,,1,1834
Julia Davis,1966-08-25,,1,1836
Wang Ji,1962-07-20,,1,1050418
Thomas Jahn,1965-07-09,,2,1843
Til Schweiger,1963-12-19,,2,1844
André Hennicke,1958-09-21,,2,1846
Kyle Rappaport,1992-09-04,,2,1836851
Huub Stapel,1954-12-02,,2,1854
Hannes Jaenicke,1960-02-26,,2,1860
Tobias Schenke,1981-03-27,,2,1863
Hark Bohm,1939-05-18,,2,1865
Paul Stookey,1937-12-30,,2,264011
Sönke Wortmann,1959-08-25,,2,1869
Ted Nelson,1937-06-17,,2,2885456
Katja Riemann,1963-11-01,,1,1874
Rufus Beck,1957-07-23,,2,1875
Steven Soderbergh,1963-01-14,,2,1884
Ted Griffin,1970-12-21,,2,1886
Jerry Weintraub,1937-09-26,2015-07-06,2,1888
Shabnam Moghadami,1972-03-23,,1,1574754
Matt Damon,1970-10-08,,2,1892
Casey Affleck,1975-08-12,,2,1893
Scott Caan,1976-08-23,,2,1894
Carl Reiner,1922-03-20,2020-06-29,2,1895
Don Cheadle,1964-11-29,,2,1896
Bernie Mac,1957-10-05,2008-08-09,2,1897
Eddie Jemison,1963-11-25,,2,1898
Denise Di Novi,1956-03-21,,1,1899
Caroline Thompson,1956-04-23,,1,1901
Dianne Wiest,1948-03-28,,1,1902
Alan Arkin,1934-03-26,2023-06-29,2,1903
Anthony Michael Hall,1968-04-14,,2,1904
Vincent Price,1911-05-27,1993-10-25,2,1905
Scott L. Schwartz,1959-03-16,2024-11-26,2,1906
Kathy Baker,1950-06-08,,1,1907
Conchata Ferrell,1943-03-28,2020-10-12,1,1909
Caroline Aaron,1952-08-07,,1,1910
Dick Anthony Williams,1934-08-09,2012-02-16,2,1911
O-Lan Jones,1950-05-23,,1,1912
Susan Blommaert,1947-10-13,,1,1913
Winona Ryder,1971-10-29,,1,1920
George Nolfi,1968-06-10,,2,1921
Catherine Zeta-Jones,1969-09-25,,1,1922
Robbie Coltrane,1950-03-30,2022-10-14,2,1923
Jeroen Krabbé,1944-12-05,,2,1924
Vincent Cassel,1966-11-23,,2,1925
Eddie Izzard,1962-02-07,,3,1926
Carl Icahn,1936-02-16,,2,3409801
Truman Capote,1924-09-30,1984-08-25,2,1930
Mickey Rooney,1920-09-23,2014-04-06,2,1937
Elisabeth Shue,1963-10-06,,1,1951
Jeffrey Weissman,1958-10-02,,2,1952
Casey Siemaszko,1961-03-17,,2,1953
Billy Zane,1966-02-24,,2,1954
Darlene Vogel,1962-10-25,,1,1955
Cherry Jones,1956-11-21,,1,1956
Sophie Marceau,1966-11-17,,1,1957
Dylan Mask,1987-06-20,,2,2361255
Tanya Wexler,1970-08-06,,1,264113
Richard Bohringer,1942-01-16,,2,1977
Iain Softley,1956-11-30,,2,1978
Kevin Spacey,1959-07-26,,2,1979
Mary McCormack,1969-02-08,,1,1980
Alfre Woodard,1952-11-08,,1,1981
Ajay Naidu,1972-02-12,,2,1982
Vincent Laresca,1974-01-21,,2,1983
Kimberly Scott,1961-12-11,,1,1984
Saul Williams,1972-02-29,,2,1985
Peter Gerety,1940-05-17,,2,1986
Tracy Vilar,1968-04-12,,1,1988
Celia Weston,1951-12-14,,1,1989
Brian Howe,1957-12-31,,2,1990
Julio Ramos,1965-07-10,,2,1050574
Ben Alexander,1911-05-27,1969-07-05,2,2011
Diana Kaarina,1975-03-17,,1,526306
Catherine Hicks,1951-08-06,,1,2022
Danny Boyle,1956-10-20,,2,2034
Alex Garland,1970-05-26,,2,2036
Cillian Murphy,1976-05-25,,2,2037
Naomie Harris,1976-09-06,,1,2038
Brendan Gleeson,1955-03-29,,2,2039
Christopher Eccleston,1964-02-16,,2,2040
Dr. Dre,1965-02-18,,2,2041
Stephen Hopkins,1958-11-01,,2,2042
Eirini Koumarianou,1931-01-01,2013-01-25,1,1312758
Danny Glover,1946-07-22,,2,2047
Gary Busey,1944-06-29,,2,2048
Rubén Blades,1948-07-16,,2,2049
Noah Huntley,1974-09-07,,2,2050
María Conchita Alonso,1957-06-29,,1,2051
Bill Paxton,1955-05-17,2017-02-25,2,2053
Robert Davi,1951-06-26,,2,2055
Mopreme Shakur,1969-08-16,,2,2099206
Edward Akrout,1982-09-27,,2,1050631
Viacheslav Fetisov,1958-04-20,,2,1312770
Adam Baldwin,1962-02-27,,2,2059
Kent McCord,1942-09-26,,2,2062
"Morton Downey, Jr.",1932-12-09,2001-03-12,2,2064
David Schneider,1963-05-22,,2,2065
Lilyan Chauvin,1925-08-06,2008-06-26,1,2072
David Warner,1941-07-29,2022-07-24,2,2076
Todd Bryant,1963-10-08,,2,2080
George Murdock,1930-06-25,2012-04-30,2,2081
Paul Kagame,1957-10-23,,2,1050661
Kirk Douglas,1916-12-09,2020-02-05,2,2090
James Mason,1909-05-15,1984-07-27,2,2091
Walt Disney,1901-12-05,1966-12-15,2,2106
Kim Cattrall,1956-08-21,,1,2109
Rosanna DeSoto,1950-09-02,,1,2111
Brock Peters,1927-07-02,2005-08-23,2,2112
Kurtwood Smith,1943-07-03,,2,2115
James Wan,1977-02-26,,2,2127
Leigh Whannell,1977-01-17,,2,2128
Cary Elwes,1962-10-26,,2,2130
Ken Leung,1970-01-21,,2,2131
Dina Meyer,1968-12-22,,1,2133
Michael Emerson,1954-09-07,,2,2136
Benito Martinez,1971-06-28,,2,2137
Shawnee Smith,1969-07-03,,1,2138
Makenzie Vega,1994-02-10,,1,2139
Monica Potter,1971-06-30,,1,2140
Ned Bellamy,1957-05-07,,2,2141
Tobin Bell,1942-08-07,,2,2144
Charlie Clouser,1963-06-28,,2,2148
Kevin Greutert,1965-03-31,,2,2150
Alan Ball,1957-05-13,,2,2152
Scott Bakula,1954-10-09,,2,2154
Thora Birch,1982-03-11,,1,2155
Robin Williams,1951-07-21,2014-08-11,2,2157
Debra Hill,1950-11-10,2005-03-07,1,2161
Lynda Obst,1950-04-14,2024-10-22,1,2162
Richard LaGravenese,1959-10-30,,2,2163
Rosanna Arquette,1959-08-10,,1,2165
Sergio Castellitto,1953-08-18,,2,2166
Mercedes Ruehl,1948-02-28,,1,2167
Michael Jeter,1952-08-26,2003-03-30,2,2169
Griffin Dunne,1955-06-08,,2,2171
Valentina Vargas,1964-12-31,,1,2173
Tommy Lee Jones,1946-09-15,,2,2176
Forest Whitaker,1961-07-15,,2,2178
Suzy Amis,1962-01-05,,1,2179
Jovana Stojiljković,1992-03-19,,1,1050761
Renaud,1952-05-11,,2,2189
Lambert Wilson,1958-08-03,,2,2192
Louis Hunter,1993-03-17,,2,1575059
Scott Frank,1960-03-10,,2,2199
Max von Sydow,1929-04-10,2020-03-08,2,2201
Steve Harris,1965-12-03,,2,2202
Neal McDonough,1966-02-13,,2,2203
Jessica Capshaw,1976-08-09,,1,2205
Samantha Morton,1977-05-13,,1,2206
Lois Smith,1930-11-03,,1,2207
Kathryn Morris,1969-01-28,,1,2208
Jan de Bont,1943-10-22,,2,2209
Gerald R. Molen,1935-01-06,,2,2211
Walter F. Parkes,1951-04-15,,2,2212
Gary Rydstrom,1959-06-29,,2,2216
Brandon Thomas Lee,1996-06-06,,2,1837224
Tobey Maguire,1975-06-27,,2,2219
Tony Curran,1969-12-13,,2,2220
Leland Orser,1960-08-06,,2,2221
Beau Bridges,1941-12-09,,2,2222
Fred Savage,1976-07-09,,2,2223
Christian Slater,1969-08-18,,2,2224
Sydney Pollack,1934-07-01,2008-05-26,2,2226
Nicole Kidman,1967-06-20,,1,2227
Sean Penn,1960-08-17,,2,2228
Catherine Keener,1959-03-26,,1,2229
Pam Grier,1949-05-26,,1,2230
Michael Keaton,1951-09-05,,2,2232
Samuel L. Jackson,1948-12-21,,2,2231
Bridget Fonda,1964-01-27,,1,2233
Michael Bowen,1953-06-21,,2,2234
Elmore Leonard,1925-10-11,2013-08-20,2,2235
Rylie Coe,2007-12-10,,1,2885818
Anthony Minghella,1954-01-06,2008-03-18,2,2239
Jesper Christensen,1948-05-16,,2,2244
Yvan Attal,1965-01-04,,2,2245
Earl Cameron,1917-08-18,2020-07-03,2,2246
George Harris,1949-10-20,,2,2247
Michael Wright,1956-04-30,,2,2248
Clyde Kusatsu,1948-09-13,,2,2249
Eric Keenleyside,1957-10-11,,2,2250
Hugo Speer,1969-03-17,,2,2251
Maz Jobrani,1972-02-26,,2,2252
Yusuf Gatewood,1982-09-12,,2,2253
Robert Clohessy,1958-06-10,,2,2256
Terry Serpico,1964-06-27,,2,2257
Stuart McQuarrie,1963-03-19,,2,2258
Steven Zaillian,1953-01-30,,2,2260
Warren Clarke,1947-04-26,2014-11-12,2,2268
Alfonso Perugini,1988-12-06,,2,2885857
Miriam Karlin,1925-06-23,2011-06-03,1,2274
Aubrey Morris,1926-06-01,2015-07-15,2,2278
Clive Francis,1946-06-26,,2,2280
Ben Kingsley,1943-12-31,,2,2282
Stanley Tucci,1960-11-11,,2,2283
Wendy Carlos,1939-11-14,,1,2284
Bill Butler,1921-04-07,2023-04-05,2,2287
Damson Idris,1991-09-02,,2,1837297
Paul McGuigan,1963-09-19,,2,2291
Frank Miller,1957-01-27,,2,2293
Robert Rodriguez,1968-06-20,,2,2294
Mickey Rourke,1952-09-16,,2,2295
Clive Owen,1964-10-03,,2,2296
Josh Hartnett,1978-07-21,,2,2299
Oles Sanin,1972-07-30,,2,1313022
Wim Wenders,1945-08-14,,2,2303
Adam Fogerty,1969-03-06,,2,2302
Jacqueline Kennedy,1929-07-28,1994-05-19,1,1050881
Bruno Ganz,1941-03-22,2019-02-16,2,2310
Peter Falk,1927-09-16,2011-06-23,2,2314
Maria de Medeiros,1965-08-19,,1,2319
Julian Richings,1956-08-30,,2,2320
Jessica Amlee,1994-07-17,,1,2321
María Nela Sinisterra,1988-12-09,,1,1575192
Julia Hummer,1980-04-24,,1,2339
Barbara Auer,1959-02-01,,1,2340
Richy Müller,1955-09-26,,2,2341
Holger Handtke,1968-01-01,,2,1050916
Fred Hechinger,1999-12-02,,2,2099497
Jean-Jacques Annaud,1943-10-01,,2,2352
Nayo Wallace,1970-12-07,,1,1050936
Ilya Baskin,1950-08-11,,2,2368
Michael Lonsdale,1931-05-24,2020-09-21,2,2369
Ron Perlman,1950-04-13,,2,2372
David Carson,1948-01-01,,2,2380
Ronald D. Moore,1964-07-05,,2,2385
Brannon Braga,1965-08-14,,2,2386
Patrick Stewart,1940-07-13,,2,2387
Jonathan Frakes,1952-08-19,,2,2388
LeVar Burton,1957-02-16,,2,2390
Marina Sirtis,1955-03-29,,1,2393
Alan Ruck,1956-07-01,,2,2394
Whoopi Goldberg,1955-11-13,,1,2395
Michael Dorn,1952-12-09,,2,2391
Gates McFadden,1949-03-02,,1,2392
Audrey Tautou,1976-08-09,,1,2405
Mathieu Kassovitz,1967-08-03,,2,2406
Jamel Debbouze,1975-06-18,,2,2408
Dominique Pinon,1955-03-04,,2,2413
Yolande Moreau,1953-02-27,,1,2415
Maurice Bénichou,1943-01-23,2019-06-14,2,2417
Jean-Pierre Jeunet,1953-09-03,,2,2419
Bruno Delbonnel,1957-01-01,,2,2423
Blesst Bowden,1997-11-09,,1,1837436
Freya Tingley,1994-03-26,,1,526727
Bill Nighy,1949-12-12,,2,2440
Tom Hollander,1967-08-25,,2,2441
Kevin McNally,1956-04-27,,2,2449
Alex Norton,1950-01-27,,2,2451
Vanessa Branch,1973-03-21,,1,2452
Mary Steenburgen,1953-02-08,,1,2453
Matt Clark,1936-11-25,,2,2454
Tina Arning,1968-10-27,,1,1575319
Randall Wallace,1949-07-28,,2,2460
Mel Gibson,1956-01-03,,2,2461
Kit Young,1994-10-24,,2,2361755
Catherine McCormack,1972-04-03,,1,2462
Patrick McGoohan,1928-03-19,2009-01-13,2,2463
Angus Macfadyen,1963-09-21,,2,2464
James Robinson,1983-09-06,,2,2465
James Cosmo,1948-05-24,,2,2467
Sean McGinley,1956-03-01,,2,2468
Mhairi Calvey,1988-05-07,,1,2470
Sean Lawlor,1954-01-25,2009-10-10,2,2472
Stephen Billington,1969-12-10,,2,2477
Tommy Flanagan,1965-07-03,,2,2478
Rupert Vansittart,1958-02-10,,2,2479
David O'Hara,1965-07-09,,2,2482
Alan Ladd Jr.,1937-10-22,2022-03-02,2,2488
Jack Benny,1894-02-14,1974-12-26,2,2492
James Cromwell,1940-01-27,,2,2505
Alice Krige,1954-06-28,,1,2506
Donna Murphy,1959-03-07,,1,2517
Gregg Henry,1952-05-06,,2,2518
Anthony Zerbe,1936-05-20,,2,2516
Stuart Baird,1947-01-14,,2,2523
Tom Hardy,1977-09-15,,2,2524
Shannon Cochran,1958-08-07,,1,2525
Vivica A. Fox,1964-07-30,,1,2535
Michael Parks,1940-04-24,2017-05-09,2,2536
Sonny Chiba,1939-01-23,2021-08-19,2,2537
Chiaki Kuriyama,1984-10-10,,1,2538
Julie Dreyfus,1966-01-24,,1,2539
Jun Kunimura,1955-11-16,,2,2541
Kazuki Kitamura,1969-07-17,,2,2542
Lawrence Bender,1957-10-17,,2,2545
Bruce Boxleitner,1950-05-12,,2,2547
Cindy Morgan,1954-09-29,2023-12-30,1,2548
Barnard Hughes,1915-07-16,2006-07-10,2,2549
Dan Shor,1956-11-16,,2,2550
Father John Misty,1981-05-03,,2,1575412
David Proval,1942-05-20,,2,2555
Amy Robinson,1948-04-13,,1,2556
Richard Romanus,1943-02-08,2023-12-23,2,2557
Leah Renee,1985-10-01,,1,264703
Darryl Warren,1945-09-05,2018-03-28,2,1051135
Victor Argo,1934-11-05,2004-04-07,2,2561
Eric Clapton,1945-03-30,,2,2585
Terry George,1952-12-20,,2,2589
Sophie Okonedo,1968-08-11,,1,2598
Desmond Dube,1969-11-27,,2,2602
Hakeem Kae-Kazim,1962-10-01,,2,2603
Fana Mokoena,1971-05-13,,2,2607
Leleti Khumalo,1970-03-30,,1,2609
Zaho Sebastian Mann,1988-03-22,,2,1313333
Cara Seymour,1964-01-06,,1,2617
Mothusi Magano,1979-03-26,,2,2614
Amanda Day,1975-07-14,,1,1575484
Mookie Betts,1992-10-07,,2,2886206
Ade,1970-01-01,,2,2627
Kiefer Sutherland,1966-12-21,,2,2628
Alun Armstrong,1946-07-17,,2,2629
Nastassja Kinski,1961-01-24,,1,2630
Mario Andreacchio,1955-01-01,,2,2631
Chris Rock,1965-02-07,,2,2632
Luna Baxter,1992-12-03,,1,1837637
Alfred Hitchcock,1899-08-13,1980-04-29,2,2636
Ernest Lehman,1915-12-08,2005-07-02,2,2637
Cary Grant,1904-01-18,1986-11-29,2,2638
Eva Marie Saint,1924-07-04,,1,2639
Chuck Saale,1946-09-14,,2,1051216
Martin Landau,1928-06-20,2017-07-15,2,2641
Herbert Coleman,1907-12-12,2001-10-03,2,2653
Robert F. Boyle,1909-10-10,2010-08-01,2,2657
Maxwell Apple,2008-08-27,,2,1837665
Frank Capra,1897-05-18,1991-09-03,2,2662
Darren Lynn Bousman,1979-01-11,,2,2675
Bahar Soomekh,1975-03-30,,1,2677
Francis Richard Conolly,1957-05-23,,2,1837684
David Hackl,1973-02-07,,2,2679
Donnie Wahlberg,1969-08-17,,2,2680
Erik Knudsen,1988-03-25,,2,2681
Franky G,1965-10-30,,2,2682
Glenn Plummer,1961-08-18,,2,2683
Emmanuelle Vaugier,1976-06-23,,1,2684
Beverley Mitchell,1981-01-22,,1,2685
Lyriq Bent,1979-01-03,,2,2687
Jeff Nathanson,1965-10-12,,2,2689
Peter Weir,1944-08-21,,2,2690
Robert Sean Leonard,1969-02-28,,2,2692
Josh Charles,1971-09-15,,2,2694
Dylan Kussman,1971-01-21,,2,2695
Allelon Ruggiero,1971-03-05,,2,2696
James Waterston,1969-01-17,,2,2697
Norman Lloyd,1914-11-08,2021-05-10,2,2698
Jaylen Barron,1998-08-31,,1,1837705
Leon Pownall,1943-04-26,2006-06-02,2,2700
Manpreet Bambra,1992-07-10,,1,1837706
James Cameron,1954-08-16,,2,2710
Michael Biehn,1956-07-31,,2,2712
Linda Hamilton,1956-09-26,,1,2713
Lance Henriksen,1940-05-05,,2,2714
Earl Boen,1941-08-08,2023-01-05,2,2716
Rick Rossovich,1957-08-28,,2,2717
Brian Thompson,1959-08-28,,2,2719
John Daly,1937-07-16,2008-10-31,2,2721
Brad Fiedel,1951-03-10,,2,2722
Adam Greenberg,1939-11-30,,2,2723
Allison Bibicoff,1969-02-27,,1,1051314
Carmen Maura,1945-09-15,,1,2744
Elia Kazan,1909-09-07,2003-09-28,2,2746
Izaac Wang,2007-10-22,,2,2362044
Julie Harris,1925-12-02,2013-08-24,1,2750
Natalie Wood,1938-07-20,1981-11-29,1,2769
Jim Backus,1913-02-25,1989-07-03,2,2771
Jason Hehir,1976-09-29,,2,1051351
Dennis Hopper,1936-05-17,2010-05-29,2,2778
Phoebe Robinson,1984-09-28,,1,1837786
Steffi DiDomenicantonio,1989-04-28,,1,1313508
Stephen Thrower,1963-12-09,,2,1837800
Jacques Mayol,1927-04-01,2001-12-22,2,2799
Cynthia Ashperger,1963-05-04,,1,1313522
Jon Brewer,1950-01-30,,2,1051379
Lav Diaz,1958-12-30,,2,1051381
Monét X Change,1990-03-23,,2,2362104
Vahidin Prelić,1974-06-08,,2,1051396
Gwyneth Powell,1946-07-05,2022-09-08,1,264968
Salem Al Fakir,1981-10-27,,2,1837833
Noell Coet,1994-06-02,,1,1051408
Kimberly Peirce,1967-09-08,,3,2836
Ian Quick,1972-09-28,,2,1051413
Chloë Sevigny,1974-11-18,,1,2838
Brendan Sexton III,1980-02-21,,2,2839
Alison Folland,1978-08-10,,1,2841
Jeannetta Arnette,1954-07-29,,1,2842
Matt McGrath,1969-06-11,,2,2844
Aurora Perrineau,1994-09-23,,1,1313564
Ray Fisher,1987-09-08,,2,1313559
Lou Perryman,1941-08-15,2009-04-01,2,2851
Libby Villari,1951-11-17,,1,2857
Gail Cronauer,1948-12-23,,1,2859
Christine Vachon,1962-11-21,,1,2862
Levi Miller,2002-09-30,,2,1313583
Matt Dillon,1964-02-18,,2,2876
Ralph Macchio,1961-11-04,,2,2877
C. Thomas Howell,1966-12-07,,2,2878
Rob Lowe,1964-03-17,,2,2879
Emilio Estevez,1962-05-12,,2,2880
Glenn Withrow,1953-09-16,,2,2881
Diane Lane,1965-01-22,,1,2882
Leif Garrett,1961-11-08,,2,2883
Darren Dalton,1965-02-09,,2,2884
Gailard Sartain,1946-09-18,2025-06-17,2,2886
Tom Waits,1949-12-07,,2,2887
Will Smith,1968-09-25,,2,2888
Marlene Dietrich,1901-12-27,1992-05-06,1,2896
Levon Panek,1987-09-08,,2,2886486
Harrison C. Thomas,1990-10-04,,2,1313633
Nobuyoshi Araki,1940-05-25,,2,1051490
Boris Karloff,1887-11-23,1969-02-02,2,2922
Stephen Gaghan,1965-05-06,,2,2945
Alexandre Desplat,1961-08-23,,2,2949
Jeffrey Wright,1965-12-07,,2,2954
Chris Cooper,1951-07-09,,2,2955
Amanda Peet,1972-01-11,,1,2956
Alexander Siddig,1965-11-21,,2,2957
Diana Scarwid,1955-08-27,,1,2958
Kayvan Novak,1978-11-23,,2,2959
Amr Waked,1970-08-07,,2,2960
Robert Foxworth,1941-11-01,,2,2962
Nicolas Cage,1964-01-07,,2,2963
Nicky Henson,1945-05-12,2019-12-15,2,2964
Nicholas Art,1999-01-13,,0,2965
Ronald Woodhead,1992-06-28,,2,2886547
Richard Lintern,1962-10-08,,2,2968
Chris Penn,1965-10-10,2006-01-24,2,2969
Jocelyn Quivrin,1979-02-14,2009-11-15,2,2970
Roger Yuan,1961-01-25,,2,2974
Laurence Fishburne,1961-07-30,,2,2975
Jamey Sheridan,1951-07-12,,2,2977
Max Minghella,1985-09-16,,2,2978
Michael Higgins,1920-01-20,2008-11-05,2,2979
Nadim Sawalha,1935-01-01,,2,2980
Akbar Kurtha,1970-08-30,,2,2981
Mark Strong,1963-08-05,,2,2983
Stewart Copeland,1952-07-16,,2,2987
Alan Rosenberg,1950-10-04,,2,3008
Linda Manz,1961-08-20,2020-08-14,1,3011
William Andrews,1925-12-16,2018-12-22,2,3012
Olympia Dukakis,1931-06-20,2021-05-01,1,3019
Max Urlacher,1971-09-04,,2,1051596
Taissa Farmiga,1994-08-17,,1,527313
Rob Reiner,1947-03-06,,2,3026
Stephen King,1947-09-21,,2,3027
Bruce A. Evans,1946-09-19,,2,3028
Wil Wheaton,1972-07-29,,2,3033
Corey Feldman,1971-07-16,,2,3034
Jerry O'Connell,1974-02-17,,2,3035
John Cusack,1966-06-28,,2,3036
Richard Dreyfuss,1947-10-29,,2,3037
Bradley Gregg,1966-11-08,,2,3039
Gillian Greene,1968-01-06,,1,1313761
Marshall Bell,1942-09-28,,2,3041
Bruce Kirby,1925-04-28,2021-01-24,2,3042
P.J. Hogan,1962-11-30,,2,3045
Bryan Howard,1974-05-23,,2,1838054
Toni Collette,1972-11-01,,1,3051
Rachel Griffiths,1968-12-18,,1,3052
David Mackenzie,1966-05-10,,2,3055
Pippa Grandison,1970-09-12,,1,3059
Ewan McGregor,1971-03-31,,2,3061
Dan Wyllie,1970-02-10,,2,3062
Tilda Swinton,1960-11-05,,1,3063
Peter Mullan,1959-11-02,,2,3064
Matt Day,1971-09-28,,2,3068
Chris Haywood,1948-07-24,,2,3070
Ewan Stewart,1957-10-08,,2,3071
Daniel Lapaine,1971-06-15,,2,3072
Pauline Turner,1972-10-01,,1,3073
Alan Cooke,1926-03-29,1994-10-09,2,3074
Rory McCann,1969-04-24,,2,3075
Ian Hanmore,1945-03-24,,2,3076
Kim Jong-il,1941-02-16,2011-12-17,2,1313796
