birthday,deathday,gender,person_id,known_for_department,age,movie_count
1980-02-08,,2,1410478,Acting,43,4
1997-02-02,,1,1508785,Acting,26,3
1961-05-06,,2,1461,Acting,62,32
1964-05-11,,2,1462,Acting,59,14
1962-10-14,,2,1465,Acting,61,2
1923-02-28,2012-12-24,2,1466,Acting,89,1
1963-11-13,,2,1467,Acting,60,3
1944-01-05,2016-01-14,2,1468,Acting,72,5
1958-05-29,,2,1470,Acting,65,11
1973-06-22,,2,591295,Acting,50,1
1957-11-15,,2,1472,Acting,66,8
1950-06-05,2015-03-01,2,1473,Acting,64,4
1989-01-13,,2,117525,Acting,34,3
1963-05-26,,1,1475,Acting,60,2
2011-04-22,,1,2131391,Acting,12,4
1986-11-24,,1,1476037,Acting,37,1
1977-01-01,,1,591302,Acting,46,1
1950-02-14,,2,1479,Acting,73,6
1997-04-05,,1,3704264,Acting,26,1
1985-01-28,,2,1017294,Acting,38,4
1991-04-27,,2,2000335,Acting,32,2
1954-02-20,,2,34257,Acting,69,5
2007-11-03,,2,2426321,Acting,16,1
1957-08-27,,2,34259,Acting,66,2
1967-06-12,,1,1518,Acting,56,5
1944-11-21,2014-02-24,2,1524,Directing,69,6
1950-09-21,,2,1532,Acting,73,27
1958-04-21,,1,1533,Acting,65,6
1960-05-31,,2,1534,Acting,63,5
1945-10-31,,2,1535,Acting,78,2
1954-08-10,,2,1539,Acting,69,7
1989-08-10,,2,1017347,Acting,34,6
1971-09-17,,2,198149,Acting,52,6
1977-02-18,,2,198150,Acting,46,14
1948-06-17,,2,99846,Acting,75,1
1964-02-20,2021-09-21,2,1542,Acting,57,5
1971-03-22,,1,1562,Acting,52,2
1995-08-24,,1,1443364,Acting,28,1
2003-07-13,,2,1148455,Acting,20,4
1975-03-28,,2,1577,Directing,48,2
1947-11-07,,2,1578,Acting,76,10
1977-11-16,,1,1579,Acting,46,13
1990-07-24,,1,1580,Acting,33,5
1952-04-28,,1,1581,Acting,71,3
1972-09-10,,2,1582,Acting,51,2
1995-10-20,,2,1443375,Acting,28,1
1970-11-15,,2,165424,Acting,53,4
1986-02-10,,2,984629,Acting,37,5
1975-01-29,,2,1443386,Writing,48,2
1984-06-29,,2,1312315,Acting,39,3
1981-10-17,,2,165441,Acting,42,2
1961-05-15,,2,1603,Acting,62,1
1956-12-13,,2,1607,Acting,67,1
1954-10-23,,2,1614,Directing,69,4
1955-05-18,,2,1619,Acting,68,2
1962-08-06,,1,1620,Acting,61,16
1967-08-18,,1,230995,Acting,56,9
1974-06-11,,2,1246804,Acting,49,2
1976-10-14,,2,1622,Acting,47,1
1946-12-04,2024-07-17,1,1624,Acting,77,1
1963-11-25,,2,34395,Acting,60,3
1958-09-11,,1,34396,Directing,65,1
1957-10-04,,2,34398,Acting,66,5
1967-01-14,,1,1639,Acting,56,11
1951-06-13,,2,1640,Acting,72,15
1961-05-15,2002-09-07,1,1641,Acting,41,1
1978-04-26,,1,34408,Acting,45,2
1944-04-20,,1,67175,Acting,79,1
1992-09-28,,2,132712,Acting,31,3
1944-10-14,,2,1646,Acting,79,5
1992-04-18,,1,1181303,Acting,31,1
1968-06-09,,2,1665,Acting,55,24
1940-04-14,,1,1666,Acting,83,3
1997-04-15,,1,1181313,Acting,26,1
1993-10-31,,1,1083010,Acting,30,8
1969-01-07,,2,67205,Acting,54,2
1969-06-12,,2,67206,Acting,54,8
1978-03-31,,2,1670,Acting,45,8
2001-10-19,,2,1050248,Acting,22,3
2004-08-05,,2,1181320,Acting,19,1
1972-05-15,,2,67212,Acting,51,7
1983-08-14,,2,1181327,Acting,40,4
1978-06-12,,2,1181329,Acting,45,8
1964-12-27,,2,34457,Acting,59,4
1988-09-22,,2,1181339,Acting,35,1
2005-05-19,,2,1181345,Acting,18,3
1964-03-16,,2,1704,Directing,59,10
1984-08-10,,2,1181353,Acting,39,1
1985-12-01,,1,1181354,Acting,38,2
1972-01-01,,2,1707,Writing,51,1
1973-03-01,,2,1709,Acting,50,4
1962-07-18,,2,1710,Acting,61,3
1971-09-29,,2,1711,Acting,52,9
1977-08-13,,2,1712,Acting,46,2
1971-05-18,,2,67246,Acting,52,1
1963-01-01,,2,1714,Acting,60,6
1994-05-26,,2,1181358,Acting,29,1
1963-10-28,,1,34485,Acting,60,2
1983-08-09,,1,34486,Acting,40,3
1956-07-30,,1,34487,Acting,67,1
1977-04-24,,2,34489,Acting,46,4
1974-12-17,,1,34490,Acting,49,12
1942-01-10,,2,1723,Directing,81,1
1945-01-05,,2,1724,Directing,78,2
1985-03-20,,1,1312450,Acting,38,1
1941-02-08,,2,1733,Acting,82,12
1985-03-15,,2,34502,Acting,38,11
1953-12-31,,2,1736,Acting,70,14
1951-01-23,,2,1737,Acting,72,5
1952-09-26,,2,1739,Acting,71,2
1990-02-27,,1,1148626,Acting,33,1
1931-03-22,,2,1748,Acting,92,6
1931-03-26,2015-02-27,2,1749,Acting,83,5
1969-10-19,,2,34517,Writing,54,4
1971-05-26,,2,34518,Acting,52,3
1976-08-20,,1,34519,Acting,47,1
1958-03-30,,2,34521,Acting,65,8
1970-01-23,,1,34520,Acting,53,2
1937-04-20,,2,1752,Acting,86,4
2006-12-09,,1,1181403,Acting,17,2
1971-05-14,,1,1769,Directing,52,5
1959-06-06,,1,1770,Acting,64,1
1974-12-17,,2,1771,Acting,49,18
1976-11-29,,1,1772,Acting,47,20
1979-01-09,,2,34544,Acting,44,4
2002-09-20,,2,1476330,Acting,21,2
1966-10-17,,2,34546,Acting,57,7
1986-02-12,,1,1181426,Acting,37,2
1976-02-03,,2,132856,Acting,47,6
1986-03-20,,3,1246972,Acting,37,5
1920-11-25,2009-01-14,2,1793,Acting,88,3
1978-05-27,,2,132876,Directing,45,3
1979-04-04,2008-01-22,2,1810,Acting,28,6
1950-10-01,,2,1811,Acting,73,3
1980-09-09,,1,1812,Acting,43,13
1982-11-12,,1,1813,Acting,41,23
1975-06-25,,1,1817,Acting,48,15
1985-08-01,,2,1148697,Acting,38,5
1950-02-03,,2,1214238,Acting,73,1
1973-12-17,,2,67367,Directing,50,7
1965-11-24,,1,1834,Acting,58,5
1966-08-25,,1,1836,Acting,57,4
1962-07-20,,1,1050418,Acting,61,1
1963-12-19,,2,1844,Acting,60,7
1958-09-21,,2,1846,Acting,65,1
1946-11-20,2021-05-24,2,67392,Acting,74,1
1997-03-10,,2,231241,Acting,26,1
2000-02-25,,2,558925,Acting,23,3
1994-10-02,,2,558927,Acting,29,3
2003-08-18,,2,558928,Acting,20,5
1987-01-05,,2,1115984,Acting,36,7
2008-03-08,,1,1378130,Acting,15,5
1974-10-19,,2,558929,Directing,49,2
1984-05-31,,2,1181524,Acting,39,1
1963-01-14,,2,1884,Directing,60,14
1988-09-06,,2,1607522,Acting,35,4
1984-02-11,,0,132963,Acting,39,1
1970-10-08,,2,1892,Acting,53,41
1975-08-12,,2,1893,Acting,48,16
1976-08-23,,2,1894,Acting,47,6
1922-03-20,2020-06-29,2,1895,Acting,98,4
1964-11-29,,2,1896,Acting,59,20
1957-10-05,2008-08-09,2,1897,Acting,50,7
1963-11-25,,2,1898,Acting,60,9
2006-10-30,,1,1607523,Acting,17,3
1983-03-29,,2,132964,Directing,40,2
1948-03-28,,1,1902,Acting,75,7
1934-03-26,2023-06-29,2,1903,Acting,89,12
1968-04-14,,2,1904,Acting,55,4
1950-06-08,,1,1907,Acting,73,8
1943-03-28,2020-10-12,1,1909,Acting,77,5
1952-08-07,,1,1910,Acting,71,5
1947-10-13,,1,1913,Acting,76,5
1989-06-27,,1,1443708,Acting,34,3
1971-10-29,,1,1920,Acting,52,9
1992-05-01,,1,1443712,Acting,31,2
1969-09-25,,1,1922,Acting,54,13
1950-03-30,2022-10-14,2,1923,Acting,72,5
1944-12-05,,2,1924,Acting,79,2
1966-11-23,,2,1925,Acting,57,10
1962-02-07,,3,1926,Acting,61,10
1968-06-10,,2,1921,Writing,55,1
1991-01-01,,1,1345418,Acting,32,2
1993-12-19,,1,1345419,Acting,30,6
1920-09-23,2014-04-06,2,1937,Acting,93,3
1965-01-15,,2,34715,Acting,58,4
1963-05-10,,2,165787,Directing,60,6
1963-10-06,,1,1951,Acting,60,7
1958-01-28,2014-01-07,2,1968031,Acting,55,1
1956-11-21,,1,1956,Acting,67,10
1957-10-28,,1,133047,Acting,66,3
1956-11-30,,2,1978,Directing,67,3
1959-07-26,,2,1979,Acting,64,11
1969-02-08,,1,1980,Acting,54,2
1952-11-08,,1,1981,Acting,71,9
1972-02-12,,2,1982,Acting,51,7
1974-01-21,,2,1983,Acting,49,11
1961-12-11,,1,1984,Acting,62,4
1972-02-29,,2,1985,Acting,51,1
1940-05-17,,2,1986,Acting,83,11
1955-02-27,2025-07-11,2,1214398,Acting,70,1
1974-01-18,,2,1214403,Acting,49,2
1951-12-14,,1,1989,Acting,72,11
1957-12-31,,2,1990,Acting,66,10
1968-04-12,,1,1988,Acting,55,2
1989-05-29,,2,427978,Acting,34,2
1977-09-27,,2,133067,Acting,46,4
1992-10-30,,2,133068,Acting,31,6
1943-01-01,,1,1116106,Acting,80,1
1984-03-03,,1,985040,Acting,39,1
1974-09-26,,2,985041,Acting,49,1
1980-11-26,,1,67538,Acting,43,2
1985-09-06,,1,591834,Acting,38,3
1967-11-02,,2,1214427,Acting,56,2
1982-04-19,,1,591835,Acting,41,6
1955-05-01,,2,65531,Acting,68,3
1956-03-27,,2,1214447,Acting,67,5
1956-10-20,,2,2034,Directing,67,4
1970-05-26,,2,2036,Writing,53,2
1976-05-25,,2,2037,Acting,47,14
1976-09-06,,1,2038,Acting,47,10
1955-03-29,,2,2039,Acting,68,17
1964-02-16,,2,2040,Acting,59,4
1965-02-18,,2,2041,Acting,58,1
1999-03-25,,1,1640439,Acting,24,3
1984-11-03,,2,1607672,Directing,39,3
1946-07-22,,2,2047,Acting,77,13
1948-07-16,,2,2049,Acting,75,3
1974-09-07,,2,2050,Acting,49,3
1955-05-17,2017-02-25,2,2053,Acting,61,11
1951-06-26,,2,2055,Acting,72,4
1962-02-27,,2,2059,Acting,61,3
1959-10-07,,2,165899,Acting,64,4
1988-12-14,,1,67599,Acting,35,11
1985-07-02,,1,67600,Acting,38,5
1984-11-23,,2,67601,Acting,39,3
1989-02-21,,2,67602,Acting,34,2
1970-08-14,,1,952336,Acting,53,4
1985-08-09,,2,1280021,Directing,38,1
1951-08-24,,2,34842,Acting,72,4
1941-07-29,2022-07-24,2,2076,Acting,80,2
1976-04-17,,1,34844,Acting,47,5
1991-02-10,,1,34847,Acting,32,9
1963-10-26,2002-01-13,2,34849,Directing,38,3
1994-09-01,,1,1280060,Acting,29,1
1956-08-21,,1,2109,Acting,67,2
1943-07-03,,2,2115,Acting,80,2
1952-10-09,,1,133196,Acting,71,3
1969-10-13,,2,1509454,Acting,54,1
1977-01-17,,2,2128,Writing,46,16
1977-02-26,,2,2127,Directing,46,11
1962-10-26,,2,2130,Acting,61,9
1970-01-21,,2,2131,Acting,53,12
1958-05-17,,2,34900,Acting,65,6
1968-12-22,,1,2133,Acting,55,6
1964-01-18,,1,34902,Acting,59,5
1946-05-01,,1,34901,Acting,77,4
1954-09-07,,2,2136,Acting,69,4
1950-06-21,,2,34904,Acting,73,6
1969-07-03,,1,2138,Acting,54,7
1994-02-10,,1,2139,Acting,29,5
1971-06-30,,1,2140,Acting,52,3
1957-05-07,,2,2141,Acting,66,7
1976-11-28,,2,133212,Acting,47,3
1980-08-08,,2,559195,Acting,43,2
1942-08-07,,2,2144,Acting,81,10
1971-06-28,,2,2137,Acting,52,4
1988-10-21,,2,34918,Acting,35,1
1976-05-24,,1,559207,Acting,47,2
1965-03-31,,2,2150,Editing,58,3
1982-03-11,,1,2155,Acting,41,1
1951-07-21,2014-08-11,2,2157,Acting,63,11
1945-08-31,,2,166002,Acting,78,1
1959-10-30,,2,2163,Writing,64,4
1959-08-10,,1,2165,Acting,64,2
1953-08-18,,2,2166,Acting,70,1
1948-02-28,,1,2167,Acting,75,1
1963-05-31,,2,67704,Acting,60,2
1952-08-26,2003-03-30,2,2169,Acting,50,4
1986-10-18,,1,1116281,Acting,37,2
1955-06-08,,2,2171,Acting,68,6
1985-05-09,,2,231547,Acting,38,2
2007-08-07,,2,1804409,Acting,16,1
1946-09-15,,2,2176,Acting,77,12
1955-12-03,,1,34945,Production,68,1
1961-07-15,,2,2178,Acting,62,15
1955-11-30,2022-11-10,2,34947,Acting,66,1
1977-10-28,,1,133252,Acting,46,2
1958-08-03,,2,2192,Acting,65,7
1960-03-10,,2,2199,Writing,63,1
1929-04-10,2020-03-08,2,2201,Acting,90,8
1965-12-03,,2,2202,Acting,58,4
1966-02-13,,2,2203,Acting,57,12
1940-11-13,2018-06-26,2,34971,Acting,77,1
1976-08-09,,1,2205,Acting,47,1
1977-05-13,,1,2206,Acting,46,6
1930-11-03,,1,2207,Acting,93,7
1969-01-28,,1,2208,Acting,54,5
1979-12-21,,1,67737,Acting,44,2
1943-10-22,,2,2209,Camera,80,1
1962-10-02,,2,34982,Acting,61,10
1951-06-20,,1,34983,Acting,72,5
1969-07-07,,1,34985,Acting,54,3
1975-06-27,,2,2219,Acting,48,12
1969-12-13,,2,2220,Acting,54,11
1960-08-06,,2,2221,Acting,63,8
1941-12-09,,2,2222,Acting,82,4
1976-07-09,,2,2223,Acting,47,1
1969-08-18,,2,2224,Acting,54,5
1934-07-01,2008-05-26,2,2226,Directing,73,5
1967-06-20,,1,2227,Acting,56,22
1960-08-17,,2,2228,Acting,63,13
1959-03-26,,1,2229,Acting,64,15
1949-05-26,,1,2230,Acting,74,3
1948-12-21,,2,2231,Acting,75,51
1951-09-05,,2,2232,Acting,72,16
1964-01-27,,1,2233,Acting,59,1
1953-06-21,,2,2234,Acting,70,5
1975-10-05,,1,231610,Acting,48,1
1945-08-14,,2,67773,Acting,78,8
1992-02-29,,2,198847,Acting,31,3
1954-01-06,2008-03-18,2,2239,Production,54,1
1996-02-13,,1,2754753,Acting,27,1
1990-10-22,,2,67778,Acting,33,1
1948-05-16,,2,2244,Acting,75,2
1965-01-04,,2,2245,Acting,58,3
1917-08-18,2020-07-03,2,2246,Acting,102,2
1949-10-20,,2,2247,Acting,74,3
1956-04-30,,2,2248,Acting,67,1
1948-09-13,,2,2249,Acting,75,5
1957-10-11,,2,2250,Acting,66,12
1976-04-01,,2,35013,Acting,47,11
1993-07-23,,2,198855,Acting,30,2
1964-06-27,,2,2257,Acting,59,11
1998-03-25,,3,35027,Acting,25,2
1983-09-09,,1,35028,Acting,40,7
1975-04-10,,2,35029,Acting,48,17
1963-02-05,,2,67795,Directing,60,2
1977-09-05,,1,100567,Acting,46,7
2007-03-04,,1,1771746,Acting,16,1
1984-10-13,2025-03-06,1,231651,Acting,40,1
1966-02-27,,2,67813,Directing,57,4
1946-06-26,,2,2280,Acting,77,2
1943-12-31,,2,2282,Acting,80,16
1960-11-11,,2,2283,Acting,63,28
1957-08-27,2011-12-08,2,35053,Acting,54,1
1980-10-04,,2,1509615,Acting,43,3
1991-09-02,,2,1837297,Acting,32,1
1963-09-19,,2,2291,Directing,60,3
1957-01-27,,2,2293,Writing,66,6
1968-06-20,,2,2294,Directing,55,17
1952-09-16,,2,2295,Acting,71,10
1964-10-03,,2,2296,Acting,59,17
1951-06-27,,1,100602,Acting,72,2
1978-07-21,,2,2299,Acting,45,11
1973-01-23,,2,1018106,Directing,50,3
1947-05-25,,1,67837,Acting,76,9
1941-03-22,2019-02-16,2,2310,Acting,77,4
1986-06-13,,1,67849,Acting,37,2
1978-04-12,,2,67850,Acting,45,3
1927-09-16,2011-06-23,2,2314,Acting,83,2
1956-08-30,,2,2320,Acting,67,12
1973-07-26,,2,35103,Acting,50,2
1959-02-01,,1,2340,Acting,64,1
1955-09-26,,2,2341,Acting,68,1
1968-01-01,,2,1050916,Acting,55,2
1999-12-02,,2,2099497,Acting,24,2
1943-10-01,,2,2352,Directing,80,1
1931-05-24,2020-09-21,2,2369,Acting,89,2
1950-04-13,,2,2372,Acting,73,21
1970-07-01,,2,67913,Acting,53,2
1982-07-13,,1,133451,Acting,41,2
1977-06-27,,2,1280334,Acting,46,2
1940-07-13,,2,2387,Acting,83,19
1952-08-19,,2,2388,Acting,71,1
1957-02-16,,2,2390,Acting,66,2
1952-12-09,,2,2391,Acting,71,5
1949-03-02,,1,2392,Acting,74,1
1955-03-29,,1,2393,Acting,68,2
1956-07-01,,2,2394,Acting,67,5
1955-11-13,,1,2395,Acting,68,5
1955-10-24,,2,35172,Acting,68,9
1976-08-09,,1,2405,Acting,47,1
1967-08-03,,2,2406,Acting,56,5
1974-03-26,,1,1214835,Acting,49,3
1952-07-04,,1,133498,Acting,71,1
1960-03-11,,2,133502,Directing,63,2
1976-05-24,,2,100734,Directing,47,4
1976-09-16,,2,1378695,Sound,47,1
1949-12-12,,2,2440,Acting,74,19
1967-08-25,,2,2441,Acting,56,10
2005-09-02,,2,2787720,Acting,18,1
1974-07-31,,2,67979,Acting,49,5
1956-04-27,,2,2449,Acting,67,8
1955-08-03,,2,35219,Acting,68,13
1956-05-23,2021-10-03,2,67987,Acting,65,1
1953-02-08,,1,2453,Acting,70,10
1936-11-25,,2,2454,Acting,87,2
1972-12-22,,1,428440,Acting,51,4
1949-07-28,,2,2460,Writing,74,1
1956-01-03,,2,2461,Acting,67,17
1972-04-03,,1,2462,Acting,51,2
1928-03-19,2009-01-13,2,2463,Acting,80,1
1927-05-05,2022-07-30,1,35232,Acting,95,1
1976-12-06,,1,68000,Acting,47,1
1963-09-21,,2,2464,Acting,60,6
1969-12-31,,2,1083807,Acting,54,4
1987-05-13,,2,35236,Acting,36,5
1989-02-21,,1,35229,Acting,34,1
1986-11-12,,1,35238,Acting,37,1
1989-04-29,,2,35231,Acting,34,3
1948-05-24,,2,2467,Acting,75,4
1965-07-03,,2,2478,Acting,58,7
1965-07-09,,2,2482,Acting,58,8
1940-12-25,2025-05-15,1,1739188,Acting,84,1
1934-10-20,2024-11-12,2,35257,Acting,90,2
1940-01-27,,2,2505,Acting,83,9
1954-06-28,,1,2506,Acting,69,5
1970-07-30,,2,559566,Acting,53,3
1959-03-07,,1,2517,Acting,64,6
1952-05-06,,2,2518,Acting,71,8
1977-11-29,,2,1018325,Acting,46,2
1977-09-15,,2,2524,Acting,46,17
1958-08-07,,1,2525,Acting,65,3
1947-01-14,,2,2523,Editing,76,2
1964-07-30,,1,2535,Acting,59,3
1940-04-24,2017-05-09,2,2536,Acting,77,9
1939-01-23,2021-08-19,2,2537,Acting,82,3
1984-10-10,,1,2538,Acting,39,2
1966-01-24,,1,2539,Acting,57,3
1992-06-06,,1,1411561,Acting,31,2
1955-11-16,,2,2541,Acting,68,3
1950-05-12,,2,2547,Acting,73,1
1989-12-21,,1,1673717,Acting,34,1
1983-11-17,,1,461309,Acting,40,1
1961-10-09,,1,68109,Acting,62,2
1993-07-01,,1,1411601,Acting,30,1
1956-03-01,,2,68122,Acting,67,1
1991-03-25,,1,559643,Acting,32,3
1952-12-20,,2,2589,Directing,71,1
1968-08-11,,1,2598,Acting,55,6
1947-11-25,,2,35367,Acting,76,1
1969-11-27,,2,2602,Acting,54,1
1962-10-01,,2,2603,Acting,61,5
1971-05-13,,2,2607,Acting,52,3
1970-03-30,,1,2609,Acting,53,2
1964-01-06,,1,2617,Acting,59,6
1976-09-03,,1,1182269,Directing,47,1
1966-12-21,,2,2628,Acting,57,7
1946-07-17,,2,2629,Acting,77,3
1994-12-17,,2,232006,Acting,29,5
1965-02-07,,2,2632,Acting,58,17
1924-07-04,,1,2639,Acting,99,2
1928-06-20,2017-07-15,2,2641,Acting,89,4
1970-07-30,,2,525,Directing,53,11
1949-11-14,,2,68180,Acting,74,11
1931-02-24,,2,68186,Acting,92,3
1997-01-01,,1,2067034,Acting,26,1
1975-06-28,,2,166495,Acting,48,1
1974-10-07,,2,35434,Acting,49,3
1980-12-26,,2,592493,Directing,43,5
1981-06-23,,2,592496,Acting,42,3
1979-01-11,,2,2675,Directing,44,4
1975-03-30,,1,2677,Acting,48,7
1981-03-28,,2,166518,Acting,42,3
1969-08-17,,2,2680,Acting,54,7
1988-03-25,,2,2681,Acting,35,5
1965-10-30,,2,2682,Acting,58,5
1961-08-18,,2,2683,Acting,62,3
1976-06-23,,1,2684,Acting,47,3
1981-01-22,,1,2685,Acting,42,1
1979-01-03,,2,2687,Acting,44,5
1973-02-07,,2,2679,Art,50,1
1951-12-16,2022-01-01,2,35452,Directing,70,1
1971-09-03,,2,199298,Acting,52,3
1964-05-12,,2,35453,Directing,59,2
1944-08-21,,2,2690,Directing,79,2
1971-09-15,,2,2694,Acting,52,4
1971-01-21,,2,2695,Acting,52,6
1970-04-18,,1,101012,Acting,53,2
1976-03-17,,1,35476,Acting,47,3
1954-08-16,,2,2710,Directing,69,2
1969-11-27,,2,101015,Acting,54,8
1956-07-31,,2,2712,Acting,67,1
1977-01-24,,2,101017,Acting,46,4
1940-05-05,,2,2714,Acting,83,5
1956-09-26,,1,2713,Acting,67,2
1941-08-08,2023-01-05,2,2716,Acting,81,2
1978-08-19,,1,101028,Acting,45,1
1975-03-05,,1,68276,Acting,48,1
1969-12-16,,1,68277,Acting,54,1
1959-08-27,,2,68278,Acting,64,8
1990-02-04,,2,133814,Acting,33,3
1929-11-06,,1,35515,Acting,94,6
1940-02-27,2022-01-29,2,35516,Acting,81,3
1953-07-10,,1,35517,Acting,70,4
1951-09-10,,2,35518,Acting,72,4
1977-08-19,,2,68287,Acting,46,3
1970-02-03,,2,35521,Acting,53,7
2007-10-22,,2,2362044,Acting,16,3
1973-11-24,,1,101060,Acting,50,1
1998-05-24,,1,2230991,Acting,25,1
1936-05-17,2010-05-29,2,2778,Acting,74,1
1984-09-28,,1,1837786,Acting,39,1
1974-07-20,,2,35548,Acting,49,4
1974-06-06,,2,35550,Acting,49,3
1972-05-01,,1,35551,Acting,51,3
1990-09-09,,1,461542,Acting,33,6
1967-09-27,,1,232174,Acting,56,2
1997-06-26,,2,2034418,Acting,26,1
1986-06-08,,2,1968891,Acting,37,1
1971-09-06,,2,68352,Directing,52,1
1972-07-15,,2,35595,Acting,51,1
1978-04-02,,2,35596,Acting,45,3
1972-11-01,,1,35597,Acting,51,3
1972-10-15,,2,35598,Acting,51,1
1967-09-08,,3,2836,Directing,56,1
1974-11-18,,1,2838,Acting,49,5
1980-02-21,,2,2839,Acting,43,5
1987-09-08,,2,1313559,Acting,36,2
1993-07-24,,2,1674009,Acting,30,1
1994-09-23,,1,1313564,Acting,29,3
1993-09-01,,2,133926,Acting,30,3
1951-11-17,,1,2857,Acting,72,1
1982-06-24,,1,133931,Acting,41,2
1986-08-21,,2,1116973,Acting,37,1
2002-09-30,,2,1313583,Acting,21,2
2006-09-12,,2,1379122,Acting,17,1
1930-08-11,2021-05-26,2,1215283,Acting,90,2
2001-09-04,,1,1379123,Acting,22,5
1973-03-05,,2,1280827,Crew,50,1
1964-02-18,,2,2876,Acting,59,6
1981-06-21,,1,1182525,Acting,42,1
1966-12-07,,2,2878,Acting,57,3
1964-03-17,,2,2879,Acting,59,5
1985-09-10,,1,199486,Acting,38,1
1965-01-22,,1,2882,Acting,58,10
1992-05-18,,2,35654,Acting,31,8
1946-09-18,2025-06-17,2,2886,Acting,78,3
1968-09-25,,2,2888,Acting,55,24
1949-12-07,,2,2887,Acting,74,6
1914-10-19,2014-01-01,1,35658,Acting,99,1
1971-12-14,,1,68430,Acting,52,2
1990-02-14,,2,133980,Acting,33,2
1982-05-26,,2,1510237,Acting,41,2
1952-07-11,,2,1215335,Acting,71,1
1958-06-08,,2,35689,Acting,65,5
1971-01-19,,2,35690,Acting,52,4
1971-10-13,,2,35694,Writing,52,4
1922-05-13,2011-05-25,1,101231,Acting,89,3
2001-09-04,,2,1280881,Acting,22,1
1969-03-10,,2,35701,Acting,54,9
1970-12-12,,1,35705,Acting,53,11
1995-02-18,,1,1870714,Acting,28,1
1965-05-06,,2,2945,Writing,58,3
1998-03-26,,1,1870724,Acting,25,1
1965-12-07,,2,2954,Acting,58,20
1951-07-09,,2,2955,Acting,72,20
1972-01-11,,1,2956,Acting,51,11
1965-11-21,,2,2957,Acting,58,8
1955-08-27,,1,2958,Acting,68,1
1970-11-30,,1,68495,Acting,53,3
1978-11-23,,2,2959,Acting,45,3
1970-08-07,,2,2960,Acting,53,4
1964-01-07,,2,2963,Acting,59,41
1993-01-06,,1,1739667,Acting,30,2
1999-01-13,,0,2965,Acting,24,3
1974-01-12,,2,35734,Writing,49,5
1965-10-10,2006-01-24,2,2969,Acting,40,2
1961-01-25,,2,2974,Crew,62,7
1961-07-30,,2,2975,Acting,62,22
1975-04-25,,1,1215392,Acting,48,1
1951-07-12,,2,2977,Acting,72,4
1985-09-16,,2,2978,Acting,38,9
1963-08-05,,2,2983,Acting,60,22
1970-05-21,,2,1215399,Writing,53,4
1982-01-18,,1,1412012,Acting,41,2
1989-09-07,,2,1674162,Acting,34,5
1980-06-09,,2,35768,Acting,43,2
1980-01-22,,2,35769,Acting,43,1
1950-10-04,,2,3008,Acting,73,2
1942-10-11,,2,35780,Acting,81,1
1985-10-17,,2,232396,Acting,38,2
1995-05-04,,2,1379277,Acting,28,3
1994-08-17,,1,527313,Acting,29,4
1947-03-06,,2,3026,Acting,76,4
1947-09-21,,2,3027,Writing,76,1
1946-09-19,,2,3028,Writing,77,1
1971-04-08,,2,35796,Writing,52,3
1974-02-17,,2,3035,Acting,49,5
1966-06-28,,2,3036,Acting,57,11
1947-10-29,,2,3037,Acting,76,3
1968-09-16,,2,68573,Directing,55,5
1942-09-28,,2,3041,Acting,81,5
1967-11-13,,1,35810,Acting,56,1
1962-11-30,,2,3045,Directing,61,2
1991-06-20,,2,1346535,Acting,32,2
1972-11-01,,1,3051,Acting,51,16
1968-12-18,,1,3052,Acting,55,5
1964-09-28,,2,166893,Acting,59,3
1966-05-10,,2,3055,Directing,57,1
1971-07-22,,2,134129,Directing,52,1
1971-03-31,,2,3061,Acting,52,25
1970-02-10,,2,3062,Acting,53,3
1960-11-05,,1,3063,Acting,63,25
1959-11-02,,2,3064,Acting,64,4
1969-04-24,,2,3075,Acting,54,6
1924-04-03,2004-07-01,2,3084,Acting,80,2
1940-03-26,2022-07-06,2,3085,Acting,82,5
1931-01-05,,2,3087,Acting,92,12
2005-08-10,,2,1444880,Acting,18,3
1946-01-05,,1,3092,Acting,77,5
1965-11-19,,2,35862,Acting,58,1
1981-04-01,,1,35865,Acting,42,1
1980-09-19,,1,68634,Acting,43,2
1991-08-26,,2,527393,Acting,32,10
1985-09-07,,1,134180,Acting,38,1
1973-04-28,,2,1215525,Acting,50,2
1976-05-17,,2,134184,Acting,47,1
1982-04-28,,2,232499,Acting,41,4
1992-05-10,,2,232500,Acting,31,2
1967-02-20,,1,3127,Acting,56,5
1975-08-21,,1,3128,Acting,48,3
1961-05-14,,2,3129,Acting,62,8
1963-12-19,,1,3130,Acting,60,5
1960-08-10,,2,3131,Acting,63,21
1984-06-05,,1,3132,Acting,39,1
1966-01-27,,1,3134,Acting,57,2
1966-09-02,,1,3136,Acting,57,17
1952-01-25,,2,3137,Acting,71,2
1970-06-10,,1,166976,Acting,53,2
1973-09-12,,2,1018947,Acting,50,6
1964-12-04,,1,3141,Acting,59,17
1975-11-04,,2,232525,Acting,48,2
1995-04-19,,2,1379407,Acting,28,2
1968-07-09,,1,2395218,Acting,55,1
1981-03-20,,2,134235,Acting,42,3
1988-09-26,,1,1576058,Acting,35,3
1973-06-21,,1,3196,Acting,50,9
1961-11-29,2023-03-03,2,3197,Acting,61,4
1921-11-22,2004-10-05,2,3198,Acting,82,1
1960-07-05,,2,3201,Acting,63,8
1984-07-28,,2,1117313,Acting,39,5
